no_of_dependents,education_encoded,self_employed_encoded,income_annum,loan_amount,loan_term,cibil_score_encoded,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status_encoded
3,1,1,8700000,33600000,14,1,7700000,10000000,21700000,6200000,0
1,0,1,2800000,5900000,20,3,1000000,3200000,10300000,1400000,1
3,1,1,9100000,30100000,14,2,26600000,7300000,22700000,8200000,1
0,0,1,6800000,15300000,14,3,19900000,2600000,13900000,8300000,1
0,0,1,5000000,17000000,6,2,6700000,6200000,15400000,5900000,1
0,1,1,4400000,16800000,14,4,8700000,8700000,12600000,3400000,1
5,0,1,8400000,18600000,20,3,2500000,7100000,28800000,9500000,1
4,1,0,7800000,17300000,4,1,3600000,13100000,24300000,7200000,0
4,1,1,4800000,9900000,14,4,5200000,9300000,18600000,2900000,1
1,1,0,3200000,8800000,4,1,1000000,2600000,10700000,3400000,0
5,1,1,2300000,6700000,16,2,6700000,3300000,8800000,2000000,1
5,0,1,9200000,28100000,10,1,22300000,3300000,33200000,10700000,0
2,0,1,4700000,13700000,6,1,1300000,7900000,16700000,3500000,0
0,0,1,8000000,30400000,2,4,16600000,1400000,29100000,7800000,1
1,1,1,2600000,8600000,6,3,800000,2900000,6000000,3100000,1
3,0,0,200000,800000,20,3,0,300000,400000,300000,1
5,1,0,7300000,17200000,2,1,6100000,8400000,23200000,4900000,0
4,0,0,3300000,11800000,2,4,7800000,2400000,12100000,3000000,1
4,0,0,8300000,23300000,20,1,18500000,11500000,17100000,9900000,0
5,0,1,4100000,9600000,2,1,8800000,7800000,8500000,3100000,0
1,0,0,7300000,23700000,16,4,9400000,6800000,22600000,8500000,1
1,0,0,9300000,27500000,6,1,12200000,13800000,25300000,10800000,0
2,1,1,4300000,15200000,12,2,3400000,2100000,12700000,4800000,1
3,0,0,2600000,8100000,2,1,4200000,3100000,6200000,2500000,1
5,1,0,2900000,9800000,12,2,5900000,2300000,6800000,2900000,1
2,1,1,900000,3500000,6,4,2300000,300000,2000000,600000,1
3,0,1,4900000,17500000,20,4,12600000,8700000,14300000,4800000,1
0,1,0,7700000,24800000,10,2,16800000,10700000,27400000,4500000,1
1,1,0,4700000,16800000,12,2,10400000,8300000,10600000,3400000,1
5,0,0,3000000,8900000,20,4,2600000,1000000,10600000,2800000,1
4,0,0,9700000,26200000,4,1,26200000,0,22500000,14000000,0
0,1,1,6900000,26800000,20,1,10800000,2500000,16700000,8300000,0
2,0,1,3800000,12400000,8,1,1800000,2600000,9700000,2600000,0
3,0,1,600000,1700000,14,1,0,1000000,1700000,600000,0
2,0,1,1200000,2900000,12,1,400000,1600000,3800000,600000,0
4,0,1,7800000,26800000,2,1,8900000,11200000,18400000,5600000,1
0,0,0,9000000,35100000,6,4,500000,16200000,20700000,9100000,1
1,0,0,2800000,9100000,12,1,3600000,500000,7800000,3600000,0
1,0,0,7800000,21300000,10,1,22800000,10700000,18500000,4500000,0
4,1,1,4700000,9500000,18,4,11800000,6600000,18000000,4100000,1
2,1,0,4600000,17500000,20,2,11400000,6100000,14100000,4100000,1
4,1,0,5100000,16100000,14,1,11400000,2700000,13100000,6700000,0
3,0,1,6100000,22800000,18,2,16800000,7300000,19600000,6000000,1
0,0,0,6000000,22900000,16,1,12200000,6500000,17700000,7100000,0
2,0,0,8400000,23200000,16,1,15200000,5400000,18700000,8600000,0
2,1,0,9300000,22000000,14,1,4300000,3800000,28400000,13900000,0
0,1,0,4200000,10300000,10,1,9300000,4500000,12400000,6000000,0
3,1,0,9600000,37800000,10,1,6700000,5500000,34900000,11300000,0
3,1,0,5600000,13400000,6,4,14900000,9700000,12300000,6000000,1
4,1,0,7800000,28600000,2,3,500000,12400000,29500000,10500000,1
2,1,1,4500000,12600000,2,2,6900000,3900000,17800000,2900000,1
3,1,0,2400000,5900000,2,1,1100000,500000,7400000,2500000,0
0,0,0,3900000,11300000,12,1,5000000,5900000,8800000,2100000,0
5,1,1,9600000,20600000,6,1,17300000,11000000,21700000,11600000,0
4,0,0,900000,2600000,2,2,600000,800000,3200000,1000000,1
3,1,1,1100000,3800000,20,4,1400000,1500000,3200000,1100000,1
4,0,0,6400000,24900000,2,2,10000000,5700000,18700000,6300000,1
2,1,0,4600000,15000000,4,4,7200000,2400000,13000000,6600000,1
4,1,0,7600000,29800000,20,1,13800000,5800000,15300000,5900000,0
5,0,0,6800000,20100000,14,4,1900000,600000,15600000,7500000,1
5,1,0,7100000,27000000,20,2,5100000,9600000,20200000,7600000,1
4,0,1,6700000,24700000,6,1,12900000,700000,18800000,8400000,0
5,0,1,5800000,12400000,6,4,5100000,9000000,14100000,7600000,1
0,1,1,8600000,29400000,16,2,1000000,14100000,33000000,12300000,1
0,1,1,3500000,10600000,4,1,8300000,4800000,9100000,2500000,1
2,1,1,4800000,17500000,20,1,400000,6900000,13400000,7000000,0
5,1,1,6100000,14400000,16,1,9200000,2800000,23800000,5600000,0
5,1,1,5200000,12700000,16,3,11700000,100000,18100000,7200000,1
5,0,1,4100000,12400000,8,1,8200000,1000000,13000000,3300000,0
5,0,0,3200000,7400000,2,4,2200000,2900000,10200000,3600000,1
3,0,1,7500000,21600000,14,3,8800000,12100000,20100000,11200000,1
2,0,1,1500000,4500000,14,4,3200000,1700000,4600000,1600000,1
4,1,1,1200000,3100000,16,1,1200000,2200000,3500000,1700000,0
1,1,1,8400000,19700000,6,1,24700000,16500000,31800000,12100000,0
0,0,1,7900000,26300000,8,3,4600000,9200000,18400000,11800000,1
1,1,1,2100000,4300000,20,4,100000,2300000,7500000,2300000,1
2,1,0,2500000,7000000,20,1,800000,1200000,5200000,2300000,0
2,0,1,3700000,13900000,2,1,5900000,3200000,9100000,5500000,1
5,1,0,1100000,4000000,16,1,400000,100000,2300000,700000,0
5,1,0,6500000,24800000,8,4,7000000,9600000,15700000,8800000,1
0,0,1,8200000,31500000,8,1,11500000,8800000,19000000,6100000,0
2,0,0,5000000,12400000,8,3,11300000,6800000,13300000,4200000,1
1,0,0,1500000,6000000,6,1,2600000,2700000,4800000,1900000,0
5,0,0,3700000,9100000,18,1,3400000,2400000,8400000,3300000,0
3,1,1,4100000,14600000,16,4,4700000,6600000,14900000,3000000,1
2,0,0,7200000,16800000,6,4,6600000,6100000,14400000,9800000,1
1,1,0,2000000,5000000,6,4,500000,2900000,5800000,1500000,1
3,0,0,2000000,4700000,14,3,800000,3400000,5900000,1500000,1
1,1,1,5100000,11500000,4,3,5000000,8900000,14100000,7000000,1
1,0,0,6000000,13600000,12,2,9000000,300000,12600000,7100000,1
1,1,0,4900000,18100000,8,1,13600000,400000,15500000,2400000,0
3,0,1,900000,2300000,12,4,1300000,0,3300000,1100000,1
1,1,1,7500000,25000000,18,2,3500000,2200000,21700000,4700000,1
2,1,0,6400000,25000000,12,3,13500000,5500000,25500000,5400000,1
2,1,1,8700000,26400000,2,4,8500000,2400000,28800000,10300000,1
4,1,1,7300000,17200000,18,4,18500000,4300000,23000000,5200000,1
5,1,0,7400000,27100000,4,1,19800000,14600000,25200000,9400000,1
2,1,0,2700000,9300000,16,3,7700000,2500000,6400000,3600000,1
3,1,0,3400000,8900000,6,4,4200000,4800000,10200000,4200000,1
3,0,1,2100000,7400000,4,1,3300000,2700000,6300000,2200000,1
2,0,0,3100000,10500000,10,4,5500000,5900000,9000000,1600000,1
5,0,0,4700000,17400000,2,1,10600000,7000000,10900000,5200000,1
5,1,0,3100000,10500000,6,2,7700000,2100000,10900000,2900000,1
2,0,0,5700000,20400000,2,2,3000000,3100000,22600000,2900000,1
3,1,1,2300000,8000000,14,1,4400000,3300000,7700000,1800000,0
0,0,1,6600000,18500000,16,4,14600000,1100000,21800000,9700000,1
2,1,1,2700000,6400000,18,1,5000000,1700000,9200000,1700000,0
1,0,1,800000,2800000,16,3,2000000,1300000,3100000,1200000,1
1,1,0,6600000,18500000,8,3,2300000,3200000,24400000,7600000,1
3,1,0,3900000,10700000,6,4,10600000,1900000,12500000,2700000,1
5,0,0,200000,600000,16,1,0,0,500000,200000,0
3,1,0,2000000,4200000,6,4,1300000,1700000,6900000,1200000,1
2,1,1,9100000,20900000,20,2,4200000,400000,30000000,13200000,1
3,1,0,4700000,10800000,8,1,13300000,3100000,13600000,4800000,0
3,0,1,3200000,11100000,6,3,8900000,5700000,8100000,1500000,1
2,0,0,1700000,4200000,14,4,200000,1600000,4600000,1600000,1
1,0,0,2600000,8100000,12,4,4500000,5100000,6300000,2500000,1
3,0,1,2700000,6700000,14,4,2400000,4200000,6000000,2000000,1
0,0,1,3600000,13400000,6,2,3600000,0,11200000,4000000,1
4,1,1,7200000,26000000,6,2,4700000,0,22600000,4200000,1
2,0,1,2500000,6400000,6,3,6900000,200000,9900000,3500000,1
2,0,0,5500000,19600000,16,1,2400000,4800000,10900000,3700000,0
3,1,1,9200000,33500000,8,2,20800000,15200000,29800000,11400000,1
3,0,0,9000000,19000000,8,3,18300000,4500000,29600000,7200000,1
4,0,1,5900000,15000000,14,2,16400000,4600000,17600000,8200000,1
4,1,0,5600000,15600000,12,1,9900000,10700000,14600000,7000000,0
2,0,1,3200000,12500000,8,4,400000,5300000,10400000,4400000,1
5,0,0,9100000,27800000,16,1,21900000,7000000,31900000,9400000,0
0,0,1,4600000,15100000,2,1,5600000,3900000,11800000,6600000,1
4,1,0,7300000,14900000,2,1,13600000,12300000,20400000,7300000,0
5,0,1,1300000,3100000,16,4,200000,1700000,5100000,1400000,1
0,0,0,1800000,4200000,6,4,1300000,1900000,6800000,2000000,1
3,1,0,500000,1700000,10,1,400000,300000,1400000,300000,0
2,0,1,5700000,20500000,20,2,15200000,7800000,11400000,8500000,1
4,1,0,300000,1100000,4,1,100000,0,1000000,200000,1
5,1,1,2100000,7100000,10,1,1200000,2900000,5400000,1400000,0
1,0,1,5700000,20100000,14,1,11700000,7300000,17900000,6500000,0
1,0,1,1100000,2700000,16,1,1900000,300000,2200000,800000,0
5,1,0,9300000,34000000,6,3,4200000,600000,32800000,8200000,1
1,1,1,3500000,8100000,10,2,7100000,5500000,7200000,2900000,1
0,0,1,8200000,28800000,4,2,9000000,1100000,23000000,6300000,1
2,0,1,7500000,17900000,20,3,9100000,5500000,23000000,4900000,1
1,1,1,7000000,25600000,6,1,15100000,11500000,15300000,8700000,0
5,0,1,3900000,8300000,18,2,3900000,600000,10400000,5600000,1
3,1,1,4700000,13200000,12,1,4000000,3300000,16600000,4300000,0
5,0,1,1700000,5200000,16,4,1700000,1200000,4000000,1000000,1
0,1,0,2500000,7800000,8,1,5800000,0,5800000,3300000,0
1,0,1,400000,1400000,12,1,700000,0,1500000,400000,0
0,0,1,2400000,9100000,8,1,2200000,200000,5600000,3300000,0
4,1,0,5700000,21900000,2,4,3200000,1700000,14400000,6100000,1
1,1,0,9800000,37900000,4,4,21800000,12200000,26100000,8500000,1
5,1,0,9000000,32800000,4,4,10600000,4100000,18900000,11500000,1
3,0,0,800000,3000000,14,2,1200000,1300000,2600000,400000,1
1,1,0,1600000,4500000,14,3,1900000,2700000,3700000,1300000,1
0,1,1,9800000,34100000,20,4,21500000,9400000,33400000,13600000,1
5,0,1,2900000,7500000,12,3,3400000,3000000,10900000,3700000,1
4,0,1,3900000,12000000,14,4,6000000,4700000,12900000,5200000,1
0,1,1,3300000,9000000,18,4,6100000,3900000,6900000,4700000,1
3,1,1,700000,2200000,8,2,1600000,400000,2400000,900000,1
3,0,1,8400000,29500000,20,3,14600000,3400000,28900000,10900000,1
1,1,1,4000000,12100000,12,1,10500000,2500000,15600000,5000000,0
0,0,1,1900000,6300000,16,4,1100000,100000,5100000,1900000,1
0,0,0,3900000,14600000,2,3,9200000,4000000,14600000,5400000,1
5,0,0,7400000,18000000,2,4,5300000,9400000,19900000,5300000,1
5,0,1,5900000,16000000,6,4,15900000,5000000,12300000,3100000,1
2,0,0,1400000,2900000,12,1,600000,1600000,5500000,1300000,0
2,1,1,1800000,5500000,6,1,2900000,300000,5600000,1300000,0
0,1,1,1000000,3100000,6,1,1900000,1700000,2800000,1400000,0
1,1,0,7400000,19200000,20,1,2200000,4800000,29200000,7000000,0
5,1,0,2700000,10600000,16,1,800000,2900000,9700000,2400000,0
1,0,1,3600000,13100000,8,1,2900000,100000,9900000,2700000,0
5,1,0,7000000,18400000,12,1,4700000,11900000,17000000,3800000,0
4,0,1,5000000,18000000,14,1,5300000,5600000,12800000,3300000,0
2,1,0,1800000,5700000,14,1,1400000,1100000,4400000,1300000,0
2,1,1,4700000,12000000,6,1,3400000,3800000,18000000,2300000,0
2,0,1,6700000,23100000,4,1,14400000,7100000,24300000,10000000,1
5,0,0,5800000,17500000,10,3,5800000,1900000,12400000,3100000,1
0,1,1,5900000,22700000,18,4,13400000,6300000,14500000,4000000,1
4,0,0,6000000,15800000,18,2,6800000,4800000,13200000,6400000,1
1,0,1,700000,1400000,10,1,700000,1100000,1600000,900000,0
0,0,1,3700000,13100000,14,1,10600000,6800000,9200000,4900000,0
0,1,1,7100000,19300000,6,4,3900000,4800000,21800000,5000000,1
5,1,1,1100000,3900000,2,1,400000,1300000,4300000,1600000,1
3,0,1,9500000,20100000,2,1,16800000,800000,32700000,11000000,0
4,0,1,2200000,8600000,2,1,1400000,3000000,4700000,2100000,1
4,0,1,5500000,20000000,8,3,3800000,4700000,18000000,7900000,1
3,0,1,4400000,16300000,20,2,5500000,8000000,12000000,4000000,1
5,0,0,5000000,10800000,10,1,12300000,5000000,14100000,6300000,0
4,0,1,6100000,12500000,14,4,11300000,1500000,21900000,6800000,1
3,0,0,8100000,22300000,10,3,20400000,8700000,19200000,6200000,1
4,1,1,7000000,19600000,8,3,17600000,2600000,24300000,4500000,1
4,0,0,5600000,14800000,20,3,9600000,9200000,11600000,6500000,1
4,1,0,1800000,7000000,14,3,2600000,1000000,4500000,1500000,1
2,1,0,3600000,12100000,14,1,10100000,4200000,13000000,5400000,0
5,1,0,600000,1300000,14,1,1000000,300000,1600000,900000,0
1,1,1,4900000,16500000,12,1,7500000,1400000,10300000,7200000,0
3,1,1,3000000,7100000,6,1,2000000,5700000,9500000,2500000,0
0,0,1,3800000,10600000,12,1,3300000,6500000,14400000,3100000,0
1,1,1,7600000,30000000,16,4,13300000,3600000,17200000,10800000,1
4,1,0,7800000,25400000,18,1,3000000,14000000,30500000,7200000,0
0,1,0,6800000,21700000,20,3,17500000,1300000,18600000,3600000,1
4,1,1,5900000,17300000,20,3,1500000,5600000,13000000,4100000,1
2,0,0,4900000,16800000,10,1,2200000,8900000,12600000,2700000,0
3,0,1,1100000,3100000,16,1,1300000,100000,3000000,1600000,0
1,0,1,9800000,36000000,12,2,28000000,4100000,29800000,11200000,1
1,1,1,1200000,4700000,2,3,1100000,300000,4200000,800000,1
0,0,0,4700000,11500000,18,2,7500000,0,18700000,2600000,1
4,1,0,6700000,16000000,4,4,0,13000000,20700000,5200000,1
0,0,1,3700000,11300000,6,1,6200000,400000,10400000,5400000,0
2,1,0,7400000,16000000,20,1,16700000,5500000,26800000,4300000,0
2,0,0,3300000,11700000,14,1,4000000,6300000,8300000,1700000,0
2,1,1,4800000,15300000,12,1,3300000,4000000,12000000,4300000,0
4,1,1,4600000,11900000,6,4,11200000,8200000,17500000,5200000,1
1,1,1,8000000,30600000,14,1,12700000,13100000,23900000,6800000,0
0,0,0,4100000,8800000,18,1,10900000,6400000,8600000,3500000,0
4,0,0,2600000,7200000,16,2,1300000,1000000,5800000,1400000,1
3,0,0,1300000,5000000,6,3,2700000,2000000,4100000,900000,1
0,1,1,2300000,4900000,12,1,3300000,2400000,4700000,3200000,0
5,1,0,300000,900000,6,1,800000,300000,700000,400000,0
0,1,1,7000000,21700000,20,1,6600000,5500000,14700000,3900000,0
3,0,1,4400000,10900000,18,2,8600000,6300000,8800000,3000000,1
5,0,1,5100000,11800000,6,4,7600000,400000,10500000,4400000,1
1,0,0,5900000,13000000,6,4,10800000,11600000,13100000,6600000,1
3,1,1,7800000,27200000,16,2,3600000,8100000,21800000,8600000,1
4,1,1,2200000,5100000,6,1,3200000,2600000,6600000,3100000,0
4,0,0,5400000,12600000,18,4,300000,2500000,21000000,6600000,1
1,0,0,7400000,29100000,8,2,12100000,4800000,16300000,7000000,1
4,1,0,5800000,12000000,12,4,9400000,8800000,14200000,3100000,1
1,1,1,5800000,13000000,12,4,11300000,8400000,12000000,3900000,1
3,0,1,4800000,14200000,12,1,3200000,200000,14000000,3000000,0
1,0,1,7400000,23900000,4,3,20800000,10900000,26100000,5600000,1
0,0,1,9600000,19600000,12,1,21500000,700000,37600000,10900000,0
2,0,1,200000,500000,6,3,400000,0,500000,0,1
4,0,0,700000,2100000,14,2,1900000,700000,2400000,1000000,1
2,0,0,7600000,16700000,20,3,9900000,9600000,25100000,7400000,1
1,0,1,1400000,3300000,18,1,900000,1500000,3000000,700000,0
2,0,1,3800000,15000000,14,3,10800000,2900000,10700000,3600000,1
3,0,0,2700000,10800000,6,1,4400000,0,10300000,3500000,0
2,0,1,5000000,10700000,2,4,12600000,9000000,11500000,5700000,1
4,1,1,9000000,28900000,6,2,11300000,1200000,33000000,4800000,1
3,1,0,3700000,9000000,6,1,9300000,400000,9900000,3600000,0
4,0,1,300000,1100000,4,1,700000,100000,900000,100000,1
4,1,0,1800000,4100000,8,4,2200000,2500000,3600000,1900000,1
2,1,0,7900000,17700000,4,1,20900000,11800000,25600000,8400000,0
4,1,1,2100000,7700000,8,1,4300000,400000,4400000,1300000,0
0,1,1,900000,3100000,4,1,1700000,100000,3000000,500000,1
3,1,0,9900000,23600000,18,2,18300000,8600000,23000000,9100000,1
0,0,1,5600000,20000000,20,2,7100000,500000,20000000,7600000,1
1,0,1,6000000,12200000,16,3,8800000,2600000,20600000,2900000,1
5,0,0,5700000,18400000,4,2,12800000,4000000,17200000,4900000,1
0,1,1,9000000,33100000,20,3,2800000,5900000,25300000,10300000,1
0,1,0,7300000,16100000,2,1,7600000,1400000,21800000,10700000,0
5,1,0,5300000,20500000,16,4,11200000,7100000,21100000,4100000,1
1,0,1,3500000,7400000,16,4,500000,6600000,9500000,2100000,1
0,0,0,1000000,2200000,12,1,2200000,400000,3700000,1400000,0
0,0,0,5100000,19900000,12,4,1800000,7100000,18300000,5700000,1
0,1,1,2900000,9900000,8,1,1800000,4500000,11200000,3700000,0
3,0,0,7600000,19100000,14,4,14800000,15000000,23500000,7300000,1
5,0,1,6000000,14700000,18,1,15400000,9700000,13800000,3500000,0
1,1,0,6300000,18200000,18,4,4300000,5800000,15500000,5200000,1
3,0,0,1900000,7400000,18,2,2300000,3000000,6000000,1800000,1
4,1,0,600000,1400000,4,1,200000,300000,1700000,400000,0
2,0,1,4100000,11400000,14,1,8100000,7500000,10100000,5500000,0
0,0,1,800000,3200000,8,1,900000,400000,3100000,800000,0
2,0,0,6600000,22900000,16,1,2500000,11000000,26300000,8500000,0
4,1,1,300000,1100000,12,3,600000,0,800000,200000,1
3,1,0,6100000,13500000,2,3,15700000,4200000,16100000,3400000,1
5,0,1,4800000,17000000,10,3,6800000,5400000,12400000,2900000,1
4,0,0,4500000,17300000,18,4,200000,4200000,12000000,2500000,1
2,1,0,3800000,9400000,16,1,8300000,500000,9200000,2300000,0
2,1,1,7000000,18900000,8,2,13000000,13600000,20600000,5000000,1
2,0,0,4400000,14200000,18,4,6300000,7800000,10800000,2400000,1
5,1,0,5300000,19400000,6,1,14700000,7000000,13600000,3700000,0
0,0,1,2600000,5900000,6,2,5800000,3100000,7300000,3800000,1
3,0,0,3300000,13100000,2,2,6000000,2500000,6700000,3800000,1
1,0,1,1200000,4800000,6,1,2900000,1700000,3200000,1300000,0
3,1,0,4300000,8600000,8,4,9100000,5200000,15000000,5500000,1
0,0,1,8400000,27200000,10,1,2500000,6400000,20100000,7200000,0
0,1,0,600000,1800000,18,4,1000000,700000,1200000,500000,1
2,1,1,4700000,16200000,12,4,2300000,5400000,14800000,6700000,1
3,1,0,4200000,12500000,20,1,1300000,5100000,10900000,2400000,0
2,1,0,4300000,14700000,2,4,4100000,7300000,13900000,4400000,1
0,0,0,800000,2900000,2,1,100000,900000,2700000,1200000,1
0,0,1,9300000,32000000,8,1,24800000,6400000,34900000,12400000,0
5,0,0,6200000,13700000,2,1,3300000,12300000,13900000,5500000,0
3,1,1,3500000,10200000,12,2,10400000,5700000,10000000,2400000,1
2,1,1,3600000,9200000,18,3,4400000,1800000,10700000,3500000,1
5,1,1,9500000,36700000,16,1,3500000,2200000,31600000,11400000,0
5,1,1,600000,1400000,10,4,1400000,400000,2000000,700000,1
0,0,1,3800000,14900000,6,4,7800000,600000,12400000,2800000,1
3,1,1,1400000,3500000,12,2,1200000,600000,3800000,1400000,1
1,0,0,6300000,23900000,4,3,1500000,7100000,21800000,4300000,1
1,0,1,2800000,6600000,18,4,4000000,4900000,7100000,3700000,1
4,1,1,5400000,17100000,2,1,13800000,5100000,12200000,4700000,1
3,0,1,6300000,23900000,16,3,12700000,9300000,15200000,5100000,1
3,1,1,3900000,14300000,18,4,10900000,7600000,13900000,4900000,1
2,1,1,4200000,15700000,2,1,7000000,700000,13300000,3000000,1
0,1,0,3100000,8100000,18,4,400000,1600000,11600000,2400000,1
1,1,0,3400000,8600000,6,2,7700000,1000000,7800000,4400000,1
4,0,0,1500000,3100000,6,4,100000,2800000,3800000,1900000,1
3,0,1,900000,2000000,18,4,2300000,700000,3500000,800000,1
4,1,1,7800000,25600000,4,3,1000000,2300000,27300000,8200000,1
1,0,1,3500000,10500000,20,1,8300000,4000000,7600000,2100000,0
1,0,0,8400000,32500000,14,3,20600000,5900000,17300000,12200000,1
4,0,1,6400000,21300000,20,1,3600000,9100000,16200000,8000000,0
1,0,0,9600000,28300000,6,1,18700000,9300000,27300000,6000000,0
5,0,1,2100000,6500000,10,4,2400000,2800000,7300000,2700000,1
2,0,1,6000000,19900000,8,1,12100000,8100000,20100000,6600000,0
0,0,1,8300000,16800000,18,1,8000000,10600000,23300000,11400000,0
1,0,1,5300000,18500000,6,1,6700000,8600000,16600000,4300000,0
1,0,1,9700000,23500000,4,3,15100000,9400000,23300000,8000000,1
3,0,1,8200000,16500000,18,1,19000000,1200000,18500000,8200000,0
5,1,0,3400000,6900000,14,1,1800000,400000,10300000,3800000,0
5,1,0,2800000,11000000,12,4,3900000,4600000,10700000,2400000,1
0,0,1,2400000,5200000,16,3,6300000,1000000,7500000,2900000,1
1,1,0,8200000,24000000,4,1,10900000,15200000,25200000,10400000,0
4,0,0,4200000,11100000,8,1,11600000,200000,16800000,4900000,0
4,1,1,5500000,14800000,10,1,16000000,3400000,21200000,7700000,0
5,0,1,2900000,6300000,6,3,7900000,1600000,8000000,1600000,1
5,0,0,6300000,20100000,12,4,15600000,11800000,16200000,5800000,1
5,0,1,9700000,29100000,18,3,4700000,7400000,35600000,12400000,1
1,0,0,6500000,16000000,6,4,2000000,0,24000000,9700000,1
5,0,0,4900000,10800000,18,2,6800000,800000,14500000,5300000,1
5,1,1,6900000,16500000,6,1,4100000,400000,14100000,6600000,0
4,0,1,1100000,3000000,4,3,300000,600000,3600000,1100000,1
2,0,1,7800000,29600000,14,2,-100000,8600000,27000000,7200000,1
2,1,1,8200000,23600000,6,1,23000000,10600000,27200000,6100000,0
5,0,1,6700000,23600000,14,4,3000000,3300000,19400000,7500000,1
3,1,1,7400000,15200000,10,1,16700000,12800000,19300000,4800000,0
1,0,0,1200000,2700000,14,4,600000,2200000,2400000,600000,1
0,0,0,9500000,24800000,2,2,17400000,16000000,19600000,12000000,1
5,0,1,4000000,8200000,2,2,3500000,7700000,9500000,4400000,1
0,0,1,8600000,32600000,8,4,21500000,14100000,33600000,11000000,1
4,1,1,9100000,28400000,12,4,25800000,11800000,19300000,9700000,1
0,0,1,7100000,18600000,20,4,19200000,13100000,23100000,5100000,1
0,0,0,9000000,28400000,4,2,0,7200000,26900000,13200000,1
3,1,1,1400000,2700000,14,4,1200000,1500000,4000000,1300000,1
